Elapsed Time (s),Hot(C),Cold(V),Voltage(A)
1394.5,30.94,27.87,0.0
1395.0,30.94,27.87,0.0
1395.5,30.94,27.87,0.0
1396.0,30.9,27.87,0.0
1396.5,30.94,27.87,0.0
1397.0,30.94,27.94,0.0
1397.5,30.94,27.94,0.0
1398.0,30.94,27.94,0.0
1398.5,30.94,28.0,0.0
1399.0,30.94,28.0,0.0
1399.5,30.94,28.0,0.0
1400.0,30.94,28.0,0.0
1400.5,30.94,28.0,0.0
1401.0,30.94,28.06,0.0
1401.5,30.94,28.06,0.0
1402.0,30.94,28.06,0.0
1402.5,30.94,28.06,0.0
1403.0,30.94,28.06,0.0
1403.5,30.94,28.6,0.0
1404.0,30.94,28.06,0.0
1404.5,30.94,28.06,0.0
1405.0,30.94,28.12,0.0
1405.5,30.94,28.12,0.0
1406.0,30.94,28.12,0.0
1406.5,30.94,28.12,0.0
1407.0,30.94,28.12,0.0
1407.5,30.94,28.12,0.0
1408.0,30.94,28.19,0.0
1408.5,30.94,28.19,0.0
1409.0,30.94,28.19,0.0
1409.5,30.94,28.19,0.0
1410.0,30.94,28.19,0.0
1410.5,30.94,28.19,0.0
1411.0,30.94,28.19,0.0
1411.5,30.94,28.19,0.0
1412.0,30.94,28.25,0.0
1412.5,30.94,28.25,0.0
1413.0,30.94,28.25,0.0
1413.5,30.94,28.25,0.0
1414.0,30.94,28.25,0.0
1414.5,30.94,28.31,0.0
1415.0,30.94,28.31,0.0
1415.5,30.94,28.31,0.0
1416.0,30.94,28.37,0.0
1416.5,30.94,28.37,0.0
1417.0,30.94,28.37,0.0
1417.5,30.94,28.37,0.0
1418.0,30.94,28.37,0.0
1418.5,30.94,28.37,0.0
1419.0,30.94,28.44,0.0
1419.5,30.94,28.44,0.0
1420.0,30.94,28.44,0.0
1420.5,30.94,28.44,0.0
1421.0,30.94,28.44,0.0
1421.5,30.94,28.44,0.0
1422.0,30.94,28.44,0.0
1422.5,30.94,28.44,0.0
1423.0,30.94,28.44,0.0
1423.5,30.94,28.44,0.0
1424.0,30.94,28.44,0.0
1424.5,30.94,28.5,0.0
1425.0,30.94,28.5,0.0
1425.5,30.94,28.5,0.0
1426.0,30.94,28.5,0.0
1426.5,30.94,28.5,0.0
1427.0,30.94,28.5,0.0
1427.5,30.94,28.5,0.0
1428.0,30.94,28.56,0.0
1428.5,30.94,28.56,0.0
1429.0,30.94,28.56,0.0
1429.5,30.94,28.56,0.0
1430.0,30.94,28.56,0.0
1430.5,30.94,28.56,0.0
1431.0,30.94,28.56,0.0
1431.5,30.94,28.56,0.0
1432.0,30.94,28.56,0.0
1432.5,30.94,28.56,0.0
1433.0,31.0,28.56,0.0
1433.5,31.0,28.56,0.0
1434.0,31.0,28.56,0.0
1434.5,31.0,28.56,0.0
1435.0,31.0,28.56,0.0
1435.5,31.0,28.62,0.0
1436.0,31.0,28.62,0.0
1436.5,31.0,28.62,0.0
1437.0,31.0,28.62,0.0
1437.5,31.0,28.62,0.0
1438.0,31.0,28.69,0.0
1438.5,31.0,28.69,0.0
1439.0,31.0,28.75,0.0
1439.5,31.0,28.75,0.0
1440.0,31.0,28.75,0.0
1440.5,31.0,28.75,0.0
1441.0,31.0,28.75,0.0
1441.5,31.0,28.75,0.0
1442.0,31.0,28.75,0.0
1442.5,31.0,28.75,0.0
1443.0,31.0,28.75,0.0
1443.5,31.0,28.75,0.0
1444.0,31.0,28.75,0.0
1444.5,31.0,28.75,0.0
1445.0,31.0,28.75,0.0
1445.5,31.0,28.75,0.0
1446.0,31.0,28.75,0.0
1446.5,31.0,28.75,0.0
1447.0,31.0,28.75,0.0
1447.5,31.0,28.75,0.0
1448.0,31.0,28.81,0.0
1448.5,31.0,28.81,0.0
1449.0,31.0,28.81,0.0
1449.5,30.94,28.81,0.0
1450.0,31.0,28.81,0.0
1450.5,31.0,28.81,0.0
1451.0,31.0,28.81,0.0
1451.5,31.0,28.81,0.0
1452.0,31.0,28.87,0.0
1452.5,31.0,28.87,0.0
1453.0,31.0,28.87,0.0
1453.5,31.0,28.87,0.0
1454.0,31.0,28.94,0.0
1454.5,31.0,28.94,0.0
1455.0,31.0,28.94,0.0
1455.5,31.0,28.94,0.0
1456.0,31.0,28.94,0.0
1456.5,31.0,28.94,0.0
1457.0,31.0,28.94,0.0
1457.5,31.0,28.94,0.0
1458.0,31.0,28.94,0.0
1458.5,31.0,28.94,0.0
1459.0,31.0,28.94,0.0
1459.5,31.0,28.94,0.0
1460.0,31.0,28.94,0.0
1460.5,31.0,28.94,0.0
1461.0,31.0,28.94,0.0
1461.5,31.0,28.94,0.0
1462.0,31.0,28.94,0.0
1462.5,31.0,28.94,0.0
1463.0,31.0,28.94,0.0
1463.5,31.0,28.94,0.0
1464.0,31.0,28.94,0.0
1464.5,31.0,29.0,0.0
1465.0,31.0,29.0,0.0
1465.5,31.0,29.0,0.0
1466.0,31.0,29.0,0.0
1466.5,31.0,29.0,0.0
1467.0,31.0,29.0,0.0
1467.5,31.0,29.0,0.0
1468.0,31.0,29.06,0.0
1468.5,31.0,29.06,0.0
1469.0,31.0,29.06,0.0
1469.5,31.0,29.6,0.0
1470.0,31.0,29.06,0.0
1470.5,31.0,29.06,0.0
1471.0,31.0,29.12,0.0
1471.5,31.0,29.12,0.0
1472.0,31.0,29.12,0.0
1472.5,31.0,29.12,0.0
1473.0,31.0,29.12,0.0
1473.5,31.0,29.12,0.0
1474.0,31.0,29.12,0.0
1474.5,31.0,29.12,0.0
1475.0,31.0,29.12,0.0
1475.5,31.0,29.12,0.0
1476.0,31.0,29.12,0.0
1476.5,31.0,29.12,0.0
1477.0,31.0,29.12,0.0
1477.5,31.0,29.12,0.0
1478.0,31.0,29.12,0.0
1478.5,31.0,29.12,0.0
1479.0,31.0,29.12,0.0
1479.5,31.0,29.12,0.0
1480.0,31.0,29.12,0.0
1480.5,31.0,29.19,0.0
1481.0,31.0,29.19,0.0
1481.5,31.0,29.19,0.0
1482.0,31.0,29.19,0.0
1482.5,31.0,29.19,0.0
1483.0,31.0,29.19,0.0
1483.5,31.0,29.19,0.0
1484.0,31.0,29.19,0.0
1484.5,31.0,29.19,0.0
1485.0,31.0,29.19,0.0
1485.5,31.0,29.19,0.0
1486.0,31.0,29.19,0.0
1486.5,31.0,29.19,0.0
1487.0,31.0,29.19,0.0
1487.5,31.0,29.19,0.0
1488.0,31.0,29.19,0.0
1488.5,31.0,29.25,0.0
1489.0,31.0,29.25,0.0
1489.5,31.0,29.25,0.0
1490.0,31.0,29.25,0.0
1490.5,31.0,29.25,0.0
1491.0,31.0,29.25,0.0
1491.5,31.0,29.25,0.0
1492.0,31.0,29.31,0.0
1492.5,31.0,29.31,0.0
1493.0,31.0,29.31,0.0
1493.5,31.0,29.31,0.0
1494.0,31.0,29.31,0.0
1494.5,31.0,29.31,0.0
1495.0,31.0,29.31,0.0
1495.5,31.0,29.31,0.0
1496.0,31.0,29.31,0.0
1496.5,31.0,29.31,0.0
1497.0,31.0,29.31,0.0
1497.5,31.0,29.31,0.0
1498.0,31.0,29.31,0.0
1498.5,31.0,29.31,0.0
1499.0,31.0,29.31,0.0
1499.5,31.0,29.31,0.0
1500.0,31.0,29.31,0.0
1500.5,31.0,29.31,0.0
1501.0,31.0,29.31,0.0
1501.5,31.0,29.31,0.0
1502.0,31.0,29.31,0.0
1502.5,31.0,29.37,0.0
1503.0,31.0,29.37,0.0
1503.5,31.06,29.37,0.0
1504.0,31.06,29.37,0.0
1504.5,31.06,29.37,0.0
1505.0,31.06,29.37,0.0
1505.5,31.06,29.37,0.0
1506.0,31.06,29.37,0.0
1506.5,31.06,29.44,0.0
1507.0,31.06,29.44,0.0
1507.5,31.06,29.44,0.0
1508.0,31.06,29.44,0.0
1508.5,31.06,29.44,0.0
1509.0,31.06,29.44,0.0
1509.5,31.06,29.44,0.0
1510.0,31.06,29.44,0.0
1510.5,31.06,29.44,0.0
1511.0,31.06,29.44,0.0
1511.5,31.06,29.44,0.0
1512.0,31.06,29.44,0.0
1512.5,31.06,29.44,0.0
1513.0,31.06,29.44,0.0
1513.5,31.06,29.44,0.0
1514.0,31.06,29.44,0.0
1514.5,31.06,29.44,0.0
1515.0,31.06,29.5,0.0
1515.5,31.06,29.5,0.0
1516.0,31.06,29.5,0.0
1516.5,31.06,29.5,0.0
1517.0,31.06,29.5,0.0
1517.5,31.06,29.5,0.0
1518.0,31.06,29.5,0.0
1518.5,31.06,29.5,0.0
1519.0,31.06,29.5,0.0
1519.5,31.06,29.5,0.0
1520.0,31.06,29.5,0.0
1520.5,31.06,29.5,0.0
1521.0,31.06,29.5,0.0
1521.5,31.06,29.5,0.0
1522.0,31.06,29.5,0.0
1522.5,31.06,29.5,0.0
1523.0,31.06,29.5,0.0
1523.5,31.06,29.5,0.0
1524.0,31.06,29.5,0.0
1524.5,31.06,29.5,0.0
1525.0,31.06,29.5,0.0
1525.5,31.06,29.5,0.0
1526.0,31.06,29.56,0.0
1526.5,31.06,29.56,0.0
1527.0,31.06,29.56,0.0
1527.5,31.06,29.56,0.0
1528.0,31.06,29.56,0.0
1528.5,31.06,29.56,0.0
1529.0,31.06,29.56,0.0
1529.5,31.06,29.56,0.0
1530.0,31.06,29.56,0.0
1530.5,31.06,29.56,0.0
1531.0,31.06,29.56,0.0
1531.5,31.0,29.56,0.0
1532.0,31.06,29.56,0.0
1532.5,31.06,29.56,0.0
1533.0,31.06,29.56,0.0
1533.5,31.06,29.56,0.0
1534.0,31.06,29.62,0.0
1534.5,31.06,29.62,0.0
1535.0,31.06,29.62,0.0
1535.5,31.06,29.62,0.0
1536.0,31.06,29.62,0.0
1536.5,31.06,29.62,0.0
1537.0,31.06,29.62,0.0
1537.5,31.06,29.62,0.0
1538.0,31.06,29.62,0.0
1538.5,31.06,29.62,0.0
1539.0,31.06,29.62,0.0
1539.5,31.06,29.62,0.0
1540.0,31.06,29.62,0.0
1540.5,31.06,29.62,0.0
1541.0,31.06,29.69,0.0
1541.5,31.06,29.69,0.0
1542.0,31.06,29.69,0.0
1542.5,31.06,29.69,0.0
1543.0,31.06,29.69,0.0
1543.5,31.06,29.69,0.0
1544.0,31.06,29.69,0.0
1544.5,31.06,29.69,0.0
1545.0,31.06,29.69,0.0
1545.5,31.06,29.69,0.0
1546.0,31.06,29.69,0.0
1546.5,31.06,29.69,0.0
1547.0,31.06,29.69,0.0
1547.5,31.06,29.69,0.0
1548.0,31.06,29.69,0.0
1548.5,31.06,29.69,0.0
1549.0,31.06,29.69,0.0
1549.5,31.06,29.69,0.0
1550.0,31.06,29.69,0.0
1550.5,31.06,29.69,0.0
1551.0,31.06,29.69,0.0
1551.5,31.06,29.69,0.0
1552.0,31.06,29.69,0.0
1552.5,31.06,29.69,0.0
1553.0,31.06,29.69,0.0
1553.5,31.06,29.69,0.0
1554.0,31.06,29.69,0.0
1554.5,31.06,29.69,0.0
1555.0,31.06,29.69,0.0
1555.5,31.06,29.69,0.0
1556.0,31.06,29.69,0.0
1556.5,31.06,29.69,0.0
1557.0,31.06,29.69,0.0
1557.5,31.06,29.69,0.0
1558.0,31.06,29.69,0.0
1558.5,31.06,29.69,0.0
1559.0,31.06,29.69,0.0
1559.5,31.06,29.75,0.0
1560.0,31.06,29.75,0.0
1560.5,31.06,29.75,0.0
1561.0,31.06,29.75,0.0
1561.5,31.06,29.75,0.0
1562.0,31.06,29.75,0.0
1562.5,31.06,29.75,0.0
1563.0,31.06,29.75,0.0
1563.5,31.06,29.75,0.0
1564.0,31.06,29.75,0.0
1564.5,31.06,29.75,0.0
1565.0,31.06,29.75,0.0
1565.5,31.06,29.75,0.0
1566.0,31.06,29.75,0.0
1566.5,31.06,29.75,0.0
1567.0,31.06,29.75,0.0
1567.5,31.06,29.75,0.0
1568.0,31.06,29.75,0.0
1568.5,31.06,29.81,0.0
1569.0,31.06,29.81,0.0
1569.5,31.06,29.81,0.0
1570.0,31.06,29.81,0.0
1570.5,31.06,29.81,0.0
1571.0,31.06,29.81,0.0
1571.5,31.06,29.81,0.0
1572.0,31.06,29.81,0.0
1572.5,31.06,29.81,0.0
1573.0,31.06,29.81,0.0
1573.5,31.06,29.81,0.0
1574.0,31.06,29.81,0.0
1574.5,31.06,29.81,0.0
1575.0,31.06,29.81,0.0
1575.5,31.06,29.81,0.0
1576.0,31.06,29.81,0.0
1576.5,31.06,29.81,0.0
1577.0,31.06,29.81,0.0
1577.5,31.06,29.81,0.0
1578.0,31.06,29.81,0.0
1578.5,31.06,29.81,0.0
1579.0,31.06,29.81,0.0
1579.5,31.06,29.81,0.0
1580.0,31.06,29.81,0.0
1580.5,31.06,29.81,0.0
1581.0,31.06,29.81,0.0
1581.5,31.06,29.81,0.0
1582.0,31.06,29.81,0.0
1582.5,31.06,29.81,0.0
1583.0,31.06,29.81,0.0
1583.5,31.06,29.81,0.0
1584.0,3106.0,29.87,0.0
1584.5,31.06,29.87,0.0
1585.0,31.06,29.87,0.0
1585.5,31.06,29.87,0.0
1586.0,31.06,29.87,0.0
1586.5,31.06,29.87,0.0
1587.0,31.06,29.87,0.0
1587.5,31.06,29.87,0.0
1588.0,31.06,29.87,0.0
1588.5,31.06,29.87,0.0
1589.0,31.06,29.87,0.0
1589.5,31.06,29.87,0.0
1590.0,31.06,29.87,0.0
1590.5,31.06,29.87,0.0
1591.0,31.06,29.87,0.0
1591.5,31.06,29.87,0.0
1592.0,31.06,29.87,0.0
1592.5,31.06,29.87,0.0
1593.0,31.06,29.87,0.0
1593.5,31.06,29.87,0.0
1594.0,31.06,29.87,0.0
1594.5,31.06,29.87,0.0
1595.0,31.06,29.87,0.0
1595.5,31.06,29.87,0.0
1596.0,31.06,29.87,0.0
1596.5,31.06,29.87,0.0
1597.0,31.06,29.87,0.0
1597.5,31.06,29.87,0.0
1598.0,31.06,29.87,0.0
1598.5,31.06,29.94,0.0
1599.0,31.06,29.94,0.0
1599.5,31.06,29.94,0.0
1600.0,31.06,29.94,0.0
1600.5,31.06,29.94,0.0
1601.0,31.06,29.94,0.0
1601.5,31.06,29.94,0.0
1602.0,31.06,29.94,0.0
1602.5,31.0,29.94,0.0
1603.0,31.06,29.94,0.0
1603.5,31.06,29.94,0.0
1604.0,31.06,29.94,0.0
1604.5,31.06,29.94,0.0
1605.0,31.06,29.94,0.0
1605.5,31.06,29.94,0.0
1606.0,31.06,29.94,0.0
1606.5,31.06,30.0,0.0
1607.0,31.06,30.0,0.0
1607.5,31.06,30.0,0.0
1608.0,31.12,30.0,0.0
1608.5,31.12,30.0,0.0
1609.0,31.12,30.0,0.0
1609.5,31.12,30.0,0.0
1610.0,31.12,30.0,0.0
1610.5,31.12,30.0,0.0
1611.0,31.12,30.0,0.0
1611.5,31.12,30.0,0.0
1612.0,31.12,30.0,0.0
1612.5,31.12,30.0,0.0
1613.0,31.12,30.0,0.0
1613.5,31.12,30.0,0.0
1614.0,31.12,30.0,0.0
1614.5,31.12,30.0,0.0
1615.0,31.12,30.0,0.0
1615.5,31.12,30.0,0.0
1616.0,31.12,30.0,0.0
1616.5,31.12,30.0,0.0
1617.0,31.12,30.0,0.0
1617.5,31.12,30.0,0.0
1618.0,31.12,30.0,0.0
1618.5,31.12,30.0,0.0
1619.0,31.12,30.0,0.0
1619.5,31.12,30.0,0.0
1620.0,31.12,30.0,0.0
1620.5,31.12,30.0,0.0
1621.0,31.12,30.0,0.0
1621.5,31.12,30.0,0.0
1622.0,31.12,30.0,0.0
1622.5,31.12,30.0,0.0
1623.0,31.12,30.0,0.0
1623.5,31.12,30.0,0.0
1624.0,31.12,30.0,0.0
1624.5,31.12,30.0,0.0
1625.0,31.12,30.0,0.0
1625.5,31.12,30.0,0.0
1626.0,31.12,30.0,0.0
1626.5,31.12,30.0,0.0
1627.0,31.12,30.0,0.0
1627.5,31.12,30.0,0.0
1628.0,31.12,30.06,0.0
1628.5,31.12,30.06,0.0
1629.0,31.12,3006.0,0.0
1629.5,31.12,30.06,0.0
1630.0,31.12,3006.0,0.0
1630.5,31.12,30.06,0.0
1631.0,31.12,30.06,0.0
1631.5,31.12,30.06,0.0
1632.0,31.12,30.06,0.0
1632.5,31.12,30.06,0.0
1633.0,31.12,30.06,0.0
1633.5,31.12,30.06,0.0
1634.0,31.12,30.06,0.0
1634.5,31.12,30.06,0.0
1635.0,31.12,30.06,0.0
1635.5,31.12,30.06,0.0
1636.0,31.12,30.06,0.0
1636.5,31.12,30.06,0.0
1637.0,31.12,30.06,0.0
1637.5,31.12,30.06,0.0
1638.0,31.12,30.06,0.0
1638.5,31.12,30.06,0.0
1639.0,31.12,30.06,0.0
1639.5,31.12,30.06,0.0
1640.0,31.12,30.06,0.0
1640.5,31.12,30.06,0.0
1641.0,31.12,30.06,0.0
1641.5,31.12,30.06,0.0
1642.0,31.12,30.06,0.0
1642.5,31.12,30.06,0.0
1643.0,31.12,30.06,0.0
1643.5,31.12,30.12,0.0
1644.0,31.12,30.12,0.0
1644.5,31.12,30.12,0.0
1645.0,31.12,30.12,0.0
1645.5,31.12,30.12,0.0
1646.0,31.12,30.12,0.0
1646.5,31.12,30.12,0.0
1647.0,31.12,30.12,0.0
1647.5,31.12,30.12,0.0
1648.0,31.12,30.12,0.0
1648.5,31.12,30.12,0.0
1649.0,31.12,30.12,0.0
1649.5,31.12,30.12,0.0
1650.0,31.12,30.12,0.0
1650.5,31.12,30.12,0.0
1651.0,31.12,30.12,0.0
1651.5,31.12,30.12,0.0
1652.0,31.12,30.12,0.0
1652.5,31.12,30.12,0.0
1653.0,31.12,30.12,0.0
1653.5,31.12,30.12,0.0
1654.0,31.12,30.12,0.0
1654.5,31.12,30.12,0.0
1655.0,31.12,30.12,0.0
1655.5,31.12,30.12,0.0
1656.0,31.12,30.12,0.0
1656.5,31.12,30.12,0.0
1657.0,31.12,30.12,0.0
1657.5,31.12,30.12,0.0
1658.0,31.12,30.12,0.0
1658.5,31.12,30.12,0.0
1659.0,31.12,30.12,0.0
1659.5,31.12,30.12,0.0
1660.0,31.12,30.12,0.0
1660.5,31.12,30.12,0.0
1661.0,31.12,30.12,0.0
1661.5,31.12,30.12,0.0
1662.0,31.12,30.12,0.0
1662.5,31.12,30.12,0.0
1663.0,31.12,30.12,0.0
1663.5,31.12,30.12,0.0
1664.0,31.12,30.12,0.0
1664.5,31.12,30.12,0.0
1665.0,31.12,30.12,0.0
1665.5,31.12,30.12,0.0
1666.0,31.12,30.12,0.0
1666.5,31.12,30.12,0.0
1667.0,31.12,30.12,0.0
1667.5,31.12,30.12,0.0
1668.0,31.12,30.12,0.0
1668.5,31.12,30.12,0.0
1669.0,31.12,30.12,0.0
1669.5,31.12,30.12,0.0
1670.0,31.12,30.12,0.0
1670.5,31.12,30.12,0.0
1671.0,31.12,30.12,0.0
1671.5,31.12,30.12,0.0
1672.0,31.12,30.12,0.0
1672.5,31.12,30.12,0.0
1673.0,31.12,30.12,0.0
1673.5,31.12,30.12,0.0
1674.0,31.12,30.12,0.0
1674.5,31.12,30.19,0.0
1675.0,31.12,30.19,0.0
1675.5,31.12,30.19,0.0
1676.0,31.12,30.19,0.0
1676.5,31.12,30.19,0.0
1677.0,31.12,30.19,0.0
1677.5,31.12,30.19,0.0
1678.0,31.12,30.19,0.0
1678.5,31.12,30.19,0.0
1679.0,31.12,30.19,0.0
1679.5,31.12,30.19,0.0
1680.0,31.12,30.19,0.0
1680.5,31.12,30.19,0.0
1681.0,31.12,30.19,0.0
1681.5,31.12,30.19,0.0
1682.0,31.12,30.19,0.0
1682.5,31.12,30.19,0.0
1683.0,31.12,30.19,0.0
1683.5,31.12,30.19,0.0
1684.0,31.12,30.19,0.0
1684.5,31.12,30.19,0.0
1685.0,31.12,30.19,0.0
1685.5,31.12,30.19,0.0
1686.0,31.12,30.19,0.0
1686.5,31.12,30.19,0.0
1687.0,31.12,30.25,0.0
1687.5,31.12,30.25,0.0
1688.0,31.12,30.25,0.0
1688.5,31.12,30.25,0.0
1689.0,31.12,30.25,0.0
1689.5,31.12,30.25,0.0
1690.0,31.12,30.25,0.0
1690.5,31.12,30.25,0.0
1691.0,31.12,30.25,0.0
1691.5,31.12,30.25,0.0
1692.0,31.12,30.25,0.0
1692.5,31.12,30.25,0.0
1693.0,31.12,30.25,0.0
1693.5,31.12,30.25,0.0
1694.0,31.12,30.25,0.0
1694.5,31.12,30.25,0.0
1695.0,31.12,30.25,0.0
1695.5,31.12,30.25,0.0
1696.0,31.12,30.25,0.0
1696.5,31.12,30.25,0.0
1697.0,31.12,30.25,0.0
1697.5,31.12,30.25,0.0
1698.0,31.12,30.25,0.0
1698.5,31.12,30.25,0.0
1699.0,31.12,30.25,0.0
1699.5,31.12,30.25,0.0
1700.0,31.12,30.25,0.0
1700.5,31.12,30.25,0.0
1701.0,31.12,30.25,0.0
1701.5,31.12,30.25,0.0
1702.0,31.12,30.25,0.0
1702.5,31.12,30.25,0.0
1703.0,31.12,30.25,0.0
1703.5,31.12,30.25,0.0
1704.0,31.12,30.25,0.0
1704.5,31.12,30.25,0.0
1705.0,31.12,30.25,0.0
1705.5,31.12,30.25,0.0
1706.0,31.12,30.25,0.0
1706.5,31.12,30.25,0.0
1707.0,31.12,30.25,0.0
1707.5,31.12,30.25,0.0
1708.0,31.12,30.25,0.0
1708.5,31.12,30.25,0.0
1709.0,31.12,30.25,0.0
1709.5,31.12,30.25,0.0
1710.0,31.12,30.25,0.0
1710.5,31.12,30.25,0.0
1711.0,31.19,30.25,0.0
1711.5,31.19,30.25,0.0
1712.0,31.25,30.25,0.0
1712.5,31.19,30.25,0.0
1713.0,31.19,30.25,0.0
1713.5,31.12,30.25,0.0
1714.0,31.12,30.25,0.0
1714.5,31.12,30.25,0.0
1715.0,31.12,30.25,0.0
1715.5,31.12,30.25,0.0
1716.0,31.12,30.25,0.0
1716.5,31.12,30.25,0.0
1717.0,31.12,30.25,0.0
1717.5,31.12,30.2,0.0
1718.0,31.12,30.31,0.0
1718.5,31.12,30.31,0.0
1719.0,31.12,30.31,0.0
1719.5,31.12,30.31,0.0
1720.0,31.12,30.31,0.0
1720.5,31.12,30.31,0.0
1721.0,31.12,30.31,0.0
1721.5,31.12,30.31,0.0
1722.0,31.12,30.31,0.0
1722.5,31.12,30.31,0.0
1723.0,31.12,30.31,0.0
1723.5,31.12,30.31,0.0
1724.0,31.12,30.31,0.0
1724.5,31.12,30.31,0.0
1725.0,31.12,30.31,0.0
1725.5,31.12,30.31,0.0
1726.0,31.12,30.31,0.0
1726.5,31.12,30.31,0.0
1727.0,31.12,30.31,0.0
1727.5,31.12,30.31,0.0
1728.0,31.12,30.31,0.0
1728.5,31.12,30.31,0.0
1729.0,31.12,30.31,0.0
1729.5,31.12,30.31,0.0
1730.0,31.12,30.31,0.0
1730.5,31.12,30.31,0.0
1731.0,31.12,30.31,0.0
1731.5,31.12,30.31,0.0
1732.0,31.12,30.31,0.0
1732.5,31.12,30.31,0.0
1733.0,31.12,30.31,0.0
1733.5,31.12,30.31,0.0
1734.0,31.12,30.31,0.0
1734.5,31.12,30.31,0.0
1735.0,31.12,30.31,0.0
1735.5,31.12,30.31,0.0
1736.0,31.12,30.31,0.0
1736.5,31.12,30.31,0.0
1737.0,31.12,30.31,0.0
1737.5,31.12,30.31,0.0
1738.0,31.12,30.31,0.0
1738.5,31.12,30.31,0.0
1739.0,31.12,30.31,0.0
1739.5,31.12,30.31,0.0
1740.0,31.12,30.31,0.0
1740.5,31.12,30.31,0.0
1741.0,31.12,30.31,0.0
1741.5,31.12,30.31,0.0
1742.0,31.12,30.31,0.0
1742.5,31.12,30.31,0.0
1743.0,31.12,30.31,0.0
1743.5,31.12,30.31,0.0
1744.0,31.12,30.31,0.0
1744.5,31.12,30.31,0.0
1745.0,31.12,30.31,0.0
1745.5,31.12,30.31,0.0
1746.0,31.12,30.31,0.0
1746.5,31.12,30.31,0.0
1747.0,31.12,30.31,0.0
1747.5,31.12,30.31,0.0
1748.0,31.12,30.31,0.0
1748.5,31.12,30.31,0.0
1749.0,31.12,30.31,0.0
1749.5,31.12,30.31,0.0
1750.0,31.12,30.31,0.0
1750.5,31.12,30.31,0.0
1751.0,31.12,30.31,0.0
1751.5,31.12,30.31,0.0
1752.0,31.12,30.31,0.0
1752.5,31.12,30.31,0.0
1753.0,31.12,30.31,0.0
1753.5,31.12,30.31,0.0
1754.0,31.19,30.31,0.0
1754.5,31.19,30.37,0.0
1755.0,31.19,30.37,0.0
1755.5,31.19,30.37,0.0
1756.0,31.19,30.37,0.0
1756.5,31.19,30.37,0.0
1757.0,31.19,30.37,0.0
1757.5,31.19,30.37,0.0
